Frame id: 29353, timestamp: 1665156415891228, hands: 1, fingers: 5, palm position: (5.66569, 108.057, 39.744), pinch strength: 1
Frame id: 29404, timestamp: 1665156416351178, hands: 0, fingers: 0, palm position: (0, 0, 0), pinch strength: 0
Frame id: 29405, timestamp: 1665156416359591, hands: 0, fingers: 0, palm position: (0, 0, 0), pinch strength: 0
Frame id: 29406, timestamp: 1665156416368184, hands: 0, fingers: 0, palm position: (0, 0, 0), pinch strength: 0
Frame id: 29407, timestamp: 1665156416376987, hands: 0, fingers: 0, palm position: (0, 0, 0), pinch strength: 0
Frame id: 29408, timestamp: 1665156416385866, hands: 0, fingers: 0, palm position: (0, 0, 0), pinch strength: 0
Frame id: 29409, timestamp: 1665156416394257, hands: 0, fingers: 0, palm position: (0, 0, 0), pinch strength: 0
Frame id: 29410, timestamp: 1665156416402966, hands: 0, fingers: 0, palm position: (0, 0, 0), pinch strength: 0
Frame id: 29411, timestamp: 1665156416411579, hands: 0, fingers: 0, palm position: (0, 0, 0), pinch strength: 0
Frame id: 29412, timestamp: 1665156416420302, hands: 0, fingers: 0, palm position: (0, 0, 0), pinch strength: 0
Frame id: 29413, timestamp: 1665156416428937, hands: 0, fingers: 0, palm position: (0, 0, 0), pinch strength: 0
Frame id: 29414, timestamp: 1665156416437903, hands: 0, fingers: 0, palm position: (0, 0, 0), pinch strength: 0
Frame id: 29415, timestamp: 1665156416446289, hands: 0, fingers: 0, palm position: (0, 0, 0), pinch strength: 0
Frame id: 29416, timestamp: 1665156416455277, hands: 0, fingers: 0, palm position: (0, 0, 0), pinch strength: 0
Frame id: 29417, timestamp: 1665156416463616, hands: 0, fingers: 0, palm position: (0, 0, 0), pinch strength: 0
Frame id: 29418, timestamp: 1665156416472244, hands: 0, fingers: 0, palm position: (0, 0, 0), pinch strength: 0
Frame id: 29419, timestamp: 1665156416481125, hands: 0, fingers: 0, palm position: (0, 0, 0), pinch strength: 0
Frame id: 29420, timestamp: 1665156416489948, hands: 0, fingers: 0, palm position: (0, 0, 0), pinch strength: 0
Frame id: 29421, timestamp: 1665156416498332, hands: 0, fingers: 0, palm position: (0, 0, 0), pinch strength: 0
Frame id: 29422, timestamp: 1665156416507102, hands: 0, fingers: 0, palm position: (0, 0, 0), pinch strength: 0
Frame id: 29423, timestamp: 1665156416515681, hands: 1, fingers: 5, palm position: (-108.89, 215.641, 93.6466), pinch strength: 0.63697
Frame id: 29424, timestamp: 1665156416524362, hands: 1, fingers: 5, palm position: (-108.968, 214.78, 94.0627), pinch strength: 0.585162
Frame id: 29425, timestamp: 1665156416532974, hands: 1, fingers: 5, palm position: (-107.429, 211.312, 93.5667), pinch strength: 0.528443
Frame id: 29426, timestamp: 1665156416541680, hands: 1, fingers: 5, palm position: (-105.549, 205.832, 94.6537), pinch strength: 0.491515
Frame id: 29427, timestamp: 1665156416550369, hands: 1, fingers: 5, palm position: (-103.7, 202.446, 94.4684), pinch strength: 0.4656
Frame id: 29428, timestamp: 1665156416559343, hands: 1, fingers: 5, palm position: (-102.142, 201.353, 94.0402), pinch strength: 0.448837
Frame id: 29429, timestamp: 1665156416567797, hands: 1, fingers: 5, palm position: (-101.421, 200.288, 93.533), pinch strength: 0.438077
Frame id: 29430, timestamp: 1665156416576422, hands: 1, fingers: 5, palm position: (-100.036, 198.059, 92.4136), pinch strength: 0.427198
Frame id: 29431, timestamp: 1665156416585108, hands: 1, fingers: 5, palm position: (-98.3523, 195.618, 89.705), pinch strength: 0.417041
Frame id: 29432, timestamp: 1665156416593682, hands: 1, fingers: 5, palm position: (-96.2249, 192.766, 86.771), pinch strength: 0.411629
Frame id: 29433, timestamp: 1665156416602352, hands: 1, fingers: 5, palm position: (-94.5226, 190.948, 83.6324), pinch strength: 0.405167
Frame id: 29434, timestamp: 1665156416611070, hands: 1, fingers: 5, palm position: (-93.2829, 189.546, 80.9831), pinch strength: 0.399466
Frame id: 29435, timestamp: 1665156416619779, hands: 1, fingers: 5, palm position: (-92.601, 188.516, 79.4434), pinch strength: 0.385177
Frame id: 29436, timestamp: 1665156416628435, hands: 1, fingers: 5, palm position: (-91.0247, 186.957, 77.3216), pinch strength: 0.370639
Frame id: 29437, timestamp: 1665156416637057, hands: 1, fingers: 5, palm position: (-89.3466, 185.087, 75.1418), pinch strength: 0.36018
Frame id: 29438, timestamp: 1665156416645783, hands: 1, fingers: 5, palm position: (-87.4659, 183.4, 73.1022), pinch strength: 0.354613
Frame id: 29439, timestamp: 1665156416654739, hands: 1, fingers: 5, palm position: (-85.8557, 181.545, 70.3013), pinch strength: 0.351143
Frame id: 29440, timestamp: 1665156416663115, hands: 1, fingers: 5, palm position: (-84.8704, 180.883, 69.1461), pinch strength: 0.345905
Frame id: 29441, timestamp: 1665156416671790, hands: 1, fingers: 5, palm position: (-83.4999, 179.867, 67.7046), pinch strength: 0.34353
Frame id: 29442, timestamp: 1665156416680425, hands: 1, fingers: 5, palm position: (-82.0945, 179.133, 66.4456), pinch strength: 0.339699
Frame id: 29443, timestamp: 1665156416689143, hands: 1, fingers: 5, palm position: (-80.7315, 178.65, 63.7861), pinch strength: 0.335675
Frame id: 29444, timestamp: 1665156416698005, hands: 1, fingers: 5, palm position: (-79.1847, 175.612, 62.662), pinch strength: 0.336421
Frame id: 29445, timestamp: 1665156416706388, hands: 1, fingers: 5, palm position: (-77.2609, 175.87, 59.8524), pinch strength: 0.332723
Frame id: 29446, timestamp: 1665156416715104, hands: 1, fingers: 5, palm position: (-76.1798, 176.016, 58.0201), pinch strength: 0.326248
Frame id: 29447, timestamp: 1665156416723756, hands: 1, fingers: 5, palm position: (-75.2731, 176.038, 57.2718), pinch strength: 0.319467
Frame id: 29448, timestamp: 1665156416732471, hands: 1, fingers: 5, palm position: (-74.4081, 176.315, 56.624), pinch strength: 0.311066
Frame id: 29449, timestamp: 1665156416741369, hands: 1, fingers: 5, palm position: (-73.4595, 176.781, 56.0853), pinch strength: 0.304068
Frame id: 29450, timestamp: 1665156416749771, hands: 1, fingers: 5, palm position: (-72.3586, 177.089, 54.8084), pinch strength: 0.290978
Frame id: 29451, timestamp: 1665156416758512, hands: 1, fingers: 5, palm position: (-71.3422, 177.519, 53.668), pinch strength: 0.269752
Frame id: 29452, timestamp: 1665156416767375, hands: 1, fingers: 5, palm position: (-70.5349, 177.873, 52.9382), pinch strength: 0.233864
Frame id: 29453, timestamp: 1665156416775806, hands: 1, fingers: 5, palm position: (-69.6994, 178.24, 52.3943), pinch strength: 0.205713
Frame id: 29454, timestamp: 1665156416784461, hands: 1, fingers: 5, palm position: (-68.8057, 178.648, 51.8998), pinch strength: 0.174897
Frame id: 29455, timestamp: 1665156416793123, hands: 1, fingers: 5, palm position: (-67.9791, 179.036, 51.6044), pinch strength: 0.144481
Frame id: 29456, timestamp: 1665156416801814, hands: 1, fingers: 5, palm position: (-67.1127, 179.419, 51.191), pinch strength: 0.120624
Frame id: 29457, timestamp: 1665156416810489, hands: 1, fingers: 5, palm position: (-66.2814, 179.742, 50.6633), pinch strength: 0.0794123
Frame id: 29458, timestamp: 1665156416819168, hands: 1, fingers: 5, palm position: (-65.3519, 180.033, 50.2768), pinch strength: 0.0309796
Frame id: 29459, timestamp: 1665156416827894, hands: 1, fingers: 5, palm position: (-64.4269, 180.403, 49.8438), pinch strength: 0
Frame id: 29460, timestamp: 1665156416836574, hands: 1, fingers: 5, palm position: (-63.4123, 180.825, 49.4699), pinch strength: 0
Frame id: 29461, timestamp: 1665156416845220, hands: 1, fingers: 5, palm position: (-62.4605, 181.213, 49.1255), pinch strength: 0
Frame id: 29462, timestamp: 1665156416853938, hands: 1, fingers: 5, palm position: (-61.4498, 181.554, 48.9433), pinch strength: 0
Frame id: 29463, timestamp: 1665156416862608, hands: 1, fingers: 5, palm position: (-60.5746, 181.983, 48.7493), pinch strength: 0
Frame id: 29464, timestamp: 1665156416871225, hands: 1, fingers: 5, palm position: (-59.762, 182.351, 48.667), pinch strength: 0
Frame id: 29465, timestamp: 1665156416879911, hands: 1, fingers: 5, palm position: (-59.1207, 182.72, 48.5931), pinch strength: 0
Frame id: 29466, timestamp: 1665156416888596, hands: 1, fingers: 5, palm position: (-58.6006, 183.029, 48.5809), pinch strength: 0
Frame id: 29467, timestamp: 1665156416897305, hands: 1, fingers: 5, palm position: (-58.1548, 183.296, 48.6608), pinch strength: 0
Frame id: 29468, timestamp: 1665156416905887, hands: 1, fingers: 5, palm position: (-57.7778, 183.578, 48.7741), pinch strength: 0
Frame id: 29469, timestamp: 1665156416914661, hands: 1, fingers: 5, palm position: (-57.4194, 184.046, 48.9981), pinch strength: 0
Frame id: 29470, timestamp: 1665156416923273, hands: 1, fingers: 5, palm position: (-57.2205, 184.739, 49.4174), pinch strength: 0
Frame id: 29471, timestamp: 1665156416931993, hands: 1, fingers: 5, palm position: (-57.1919, 185.675, 49.9521), pinch strength: 0
Frame id: 29472, timestamp: 1665156416940643, hands: 1, fingers: 5, palm position: (-57.0886, 187.471, 50.915), pinch strength: 0
Frame id: 29473, timestamp: 1665156416949405, hands: 1, fingers: 5, palm position: (-57.3912, 189.227, 52.1364), pinch strength: 0
Frame id: 29474, timestamp: 1665156416957905, hands: 1, fingers: 5, palm position: (-57.9442, 191.016, 53.0099), pinch strength: 0
Frame id: 29475, timestamp: 1665156416966612, hands: 1, fingers: 5, palm position: (-58.3975, 192.887, 53.8611), pinch strength: 0
Frame id: 29476, timestamp: 1665156416975366, hands: 1, fingers: 5, palm position: (-58.7809, 194.352, 54.6337), pinch strength: 0
Frame id: 29477, timestamp: 1665156416984019, hands: 1, fingers: 5, palm position: (-59.2287, 195.82, 55.4279), pinch strength: 0
Frame id: 29478, timestamp: 1665156416992723, hands: 1, fingers: 5, palm position: (-59.6192, 196.976, 56.2052), pinch strength: 0
Frame id: 29479, timestamp: 1665156417001416, hands: 1, fingers: 5, palm position: (-59.7697, 198.439, 57.115), pinch strength: 0
Frame id: 29480, timestamp: 1665156417009952, hands: 1, fingers: 5, palm position: (-59.9295, 199.775, 58.0273), pinch strength: 0
Frame id: 29481, timestamp: 1665156417018714, hands: 1, fingers: 5, palm position: (-60.0605, 200.811, 58.7572), pinch strength: 0
Frame id: 29482, timestamp: 1665156417027377, hands: 1, fingers: 5, palm position: (-60.4443, 202.052, 59.3964), pinch strength: 0
Frame id: 29483, timestamp: 1665156417036082, hands: 1, fingers: 5, palm position: (-60.9101, 203.419, 59.8937), pinch strength: 0
Frame id: 29484, timestamp: 1665156417044847, hands: 1, fingers: 5, palm position: (-61.5313, 204.993, 60.3255), pinch strength: 0
Frame id: 29485, timestamp: 1665156417053389, hands: 1, fingers: 5, palm position: (-62.3921, 206.369, 60.558), pinch strength: 0
Frame id: 29486, timestamp: 1665156417062008, hands: 1, fingers: 5, palm position: (-63.1465, 207.879, 61.6093), pinch strength: 0
Frame id: 29487, timestamp: 1665156417070663, hands: 1, fingers: 5, palm position: (-63.7204, 208.856, 62.1956), pinch strength: 0
Frame id: 29488, timestamp: 1665156417079432, hands: 1, fingers: 5, palm position: (-64.8444, 209.805, 62.6359), pinch strength: 0
Frame id: 29489, timestamp: 1665156417088109, hands: 2, fingers: 10, palm position: (113.034, 311.613, 139.043), pinch strength: 1
Frame id: 29490, timestamp: 1665156417096755, hands: 2, fingers: 10, palm position: (113.538, 312.819, 139.722), pinch strength: 1
Frame id: 29491, timestamp: 1665156417105468, hands: 2, fingers: 10, palm position: (113.697, 312.913, 139.744), pinch strength: 1
Frame id: 29492, timestamp: 1665156417114150, hands: 2, fingers: 10, palm position: (113.861, 313.366, 138.471), pinch strength: 1
Frame id: 29493, timestamp: 1665156417122751, hands: 2, fingers: 10, palm position: (114.112, 312.974, 137.721), pinch strength: 1
Frame id: 29494, timestamp: 1665156417131505, hands: 2, fingers: 10, palm position: (114.14, 315.354, 136.013), pinch strength: 1
Frame id: 29495, timestamp: 1665156417140117, hands: 2, fingers: 10, palm position: (113.951, 317.615, 133.182), pinch strength: 1
Frame id: 29496, timestamp: 1665156417148805, hands: 2, fingers: 10, palm position: (113.568, 319.415, 130.737), pinch strength: 1
Frame id: 29497, timestamp: 1665156417157460, hands: 2, fingers: 10, palm position: (112.973, 319.926, 129.455), pinch strength: 1
Frame id: 29498, timestamp: 1665156417183491, hands: 2, fingers: 10, palm position: (108.99, 321.534, 117.747), pinch strength: 1
Frame id: 29499, timestamp: 1665156417192104, hands: 2, fingers: 10, palm position: (107.82, 321.605, 113.859), pinch strength: 1
Frame id: 29500, timestamp: 1665156417200838, hands: 2, fingers: 10, palm position: (106.601, 321.363, 110.684), pinch strength: 1
Frame id: 29501, timestamp: 1665156417209328, hands: 2, fingers: 10, palm position: (104.716, 320.694, 106.475), pinch strength: 1
Frame id: 29502, timestamp: 1665156417218142, hands: 2, fingers: 10, palm position: (102.652, 319.897, 101.065), pinch strength: 1
Frame id: 29503, timestamp: 1665156417226842, hands: 2, fingers: 10, palm position: (100.573, 318.819, 96.6975), pinch strength: 1
Frame id: 29504, timestamp: 1665156417235489, hands: 2, fingers: 10, palm position: (99.1134, 318.697, 92.8206), pinch strength: 1
Frame id: 29505, timestamp: 1665156417244202, hands: 2, fingers: 10, palm position: (97.3564, 317.852, 89.7677), pinch strength: 0.938473
Frame id: 29506, timestamp: 1665156417252860, hands: 2, fingers: 10, palm position: (95.7558, 317.457, 87.3709), pinch strength: 0.882146
Frame id: 29507, timestamp: 1665156417261540, hands: 2, fingers: 10, palm position: (94.5763, 317.341, 86.5465), pinch strength: 0.831656
Frame id: 29508, timestamp: 1665156417270208, hands: 2, fingers: 10, palm position: (93.1296, 316.748, 84.3343), pinch strength: 0.746267
Frame id: 29509, timestamp: 1665156417278815, hands: 2, fingers: 10, palm position: (91.6961, 316.631, 82.8926), pinch strength: 0.666177
Frame id: 29510, timestamp: 1665156417287564, hands: 2, fingers: 10, palm position: (90.1641, 316.272, 80.8541), pinch strength: 0.595708
Frame id: 29511, timestamp: 1665156417296341, hands: 2, fingers: 10, palm position: (88.7732, 315.709, 79.6914), pinch strength: 0.53859
Frame id: 29512, timestamp: 1665156417304863, hands: 2, fingers: 10, palm position: (87.6752, 315.598, 77.7947), pinch strength: 0.483814
Frame id: 29513, timestamp: 1665156417313579, hands: 2, fingers: 10, palm position: (85.8588, 314.302, 74.6662), pinch strength: 0.371808
Frame id: 29514, timestamp: 1665156417322251, hands: 2, fingers: 10, palm position: (84.3737, 313.886, 73.0546), pinch strength: 0.290768
Frame id: 29515, timestamp: 1665156417330866, hands: 2, fingers: 10, palm position: (82.7221, 313.061, 70.8488), pinch strength: 0.195932
Frame id: 29516, timestamp: 1665156417339577, hands: 2, fingers: 10, palm position: (81.5693, 312.578, 68.6988), pinch strength: 0.127978
Frame id: 29517, timestamp: 1665156417348242, hands: 2, fingers: 10, palm position: (79.8039, 311.477, 66.1008), pinch strength: 0.0412663
Frame id: 29518, timestamp: 1665156417356924, hands: 2, fingers: 10, palm position: (77.809, 310.574, 63.5272), pinch strength: 0
Frame id: 29519, timestamp: 1665156417365565, hands: 2, fingers: 10, palm position: (75.6771, 309.716, 59.9937), pinch strength: 0
Frame id: 29520, timestamp: 1665156417374214, hands: 2, fingers: 10, palm position: (74.4103, 308.847, 56.3242), pinch strength: 0
Frame id: 29521, timestamp: 1665156417382965, hands: 2, fingers: 10, palm position: (71.5924, 306.078, 51.5909), pinch strength: 0
Frame id: 29522, timestamp: 1665156417391604, hands: 2, fingers: 10, palm position: (70.4224, 303.287, 48.7668), pinch strength: 0
Frame id: 29523, timestamp: 1665156417400260, hands: 2, fingers: 10, palm position: (69.3623, 300.854, 47.1504), pinch strength: 0
Frame id: 29524, timestamp: 1665156417408906, hands: 2, fingers: 10, palm position: (68.3766, 299.066, 46.4203), pinch strength: 0
Frame id: 29525, timestamp: 1665156417417612, hands: 2, fingers: 10, palm position: (67.314, 297.538, 46.1069), pinch strength: 0
Frame id: 29526, timestamp: 1665156417426300, hands: 2, fingers: 10, palm position: (66.0852, 295.964, 45.1278), pinch strength: 0
Frame id: 29527, timestamp: 1665156417434957, hands: 2, fingers: 10, palm position: (64.4224, 294.275, 44.5162), pinch strength: 0
Frame id: 29528, timestamp: 1665156417443598, hands: 2, fingers: 10, palm position: (62.7172, 292.505, 43.8102), pinch strength: 0
Frame id: 29529, timestamp: 1665156417452178, hands: 2, fingers: 10, palm position: (60.9623, 290.794, 42.7667), pinch strength: 0
Frame id: 29530, timestamp: 1665156417460992, hands: 2, fingers: 10, palm position: (59.2477, 289.516, 41.8846), pinch strength: 0
Frame id: 29531, timestamp: 1665156417469675, hands: 2, fingers: 10, palm position: (57.35, 288.471, 40.4788), pinch strength: 0
Frame id: 29532, timestamp: 1665156417478304, hands: 2, fingers: 10, palm position: (55.1685, 287.513, 38.7748), pinch strength: 0
Frame id: 29533, timestamp: 1665156417487014, hands: 1, fingers: 5, palm position: (52.8199, 286.242, 37.2071), pinch strength: 0
Frame id: 29534, timestamp: 1665156417495679, hands: 1, fingers: 5, palm position: (50.6078, 285.081, 35.8953), pinch strength: 0
Frame id: 29535, timestamp: 1665156417504183, hands: 1, fingers: 5, palm position: (48.5913, 284.131, 34.7024), pinch strength: 0
Frame id: 29536, timestamp: 1665156417513002, hands: 1, fingers: 5, palm position: (46.1262, 282.95, 33.577), pinch strength: 0
Frame id: 29537, timestamp: 1665156417521657, hands: 1, fingers: 5, palm position: (43.503, 281.451, 31.9135), pinch strength: 0
Frame id: 29538, timestamp: 1665156417530355, hands: 1, fingers: 5, palm position: (40.8362, 280.133, 30.3871), pinch strength: 0
Frame id: 29539, timestamp: 1665156417538992, hands: 1, fingers: 5, palm position: (38.1753, 278.611, 29.0828), pinch strength: 0
Frame id: 29540, timestamp: 1665156417547728, hands: 1, fingers: 5, palm position: (35.6342, 277.313, 27.9673), pinch strength: 0
Frame id: 29541, timestamp: 1665156417556300, hands: 1, fingers: 5, palm position: (33.2288, 275.919, 27.2455), pinch strength: 0
Frame id: 29542, timestamp: 1665156417565032, hands: 1, fingers: 5, palm position: (30.6929, 274.503, 26.3395), pinch strength: 0
Frame id: 29543, timestamp: 1665156417573702, hands: 1, fingers: 5, palm position: (28.411, 273.524, 25.7453), pinch strength: 0
Frame id: 29544, timestamp: 1665156417582404, hands: 1, fingers: 5, palm position: (26.1481, 272.734, 25.3924), pinch strength: 0
Frame id: 29545, timestamp: 1665156417591059, hands: 1, fingers: 5, palm position: (23.938, 271.983, 25.465), pinch strength: 0
Frame id: 29546, timestamp: 1665156417599686, hands: 1, fingers: 5, palm position: (21.7045, 271.068, 25.2985), pinch strength: 0
Frame id: 29547, timestamp: 1665156417608284, hands: 1, fingers: 5, palm position: (19.5489, 270.176, 25.2449), pinch strength: 0
Frame id: 29548, timestamp: 1665156417617087, hands: 1, fingers: 5, palm position: (17.417, 269.185, 25.1925), pinch strength: 0
Frame id: 29549, timestamp: 1665156417625786, hands: 1, fingers: 5, palm position: (15.2533, 267.932, 25.0463), pinch strength: 0
Frame id: 29550, timestamp: 1665156417634358, hands: 1, fingers: 5, palm position: (13.5765, 266.861, 24.9957), pinch strength: 0
Frame id: 29551, timestamp: 1665156417643106, hands: 1, fingers: 5, palm position: (11.7892, 265.41, 25.0595), pinch strength: 0
Frame id: 29552, timestamp: 1665156417651760, hands: 1, fingers: 5, palm position: (10.3082, 263.763, 24.9688), pinch strength: 0
Frame id: 29553, timestamp: 1665156417660320, hands: 1, fingers: 5, palm position: (8.48572, 262.145, 24.9584), pinch strength: 0
Frame id: 29554, timestamp: 1665156417669077, hands: 1, fingers: 5, palm position: (6.9949, 260.268, 25.1734), pinch strength: 0
Frame id: 29555, timestamp: 1665156417677772, hands: 1, fingers: 5, palm position: (5.7282, 258.548, 25.4715), pinch strength: 0
Frame id: 29556, timestamp: 1665156417686444, hands: 1, fingers: 5, palm position: (4.43408, 256.225, 25.6957), pinch strength: 0
Frame id: 29557, timestamp: 1665156417695086, hands: 1, fingers: 5, palm position: (3.24842, 253.934, 25.9961), pinch strength: 0
Frame id: 29558, timestamp: 1665156417703809, hands: 1, fingers: 5, palm position: (2.27648, 251.332, 26.4025), pinch strength: 0
Frame id: 29559, timestamp: 1665156417712413, hands: 1, fingers: 5, palm position: (1.23215, 249.054, 26.7823), pinch strength: 0
Frame id: 29560, timestamp: 1665156417721125, hands: 1, fingers: 5, palm position: (0.1015, 246.441, 26.8668), pinch strength: 0
Frame id: 29561, timestamp: 1665156417729834, hands: 1, fingers: 5, palm position: (-0.854102, 243.873, 27.0457), pinch strength: 0
Frame id: 29562, timestamp: 1665156417738457, hands: 1, fingers: 5, palm position: (-1.72197, 241.29, 27.1937), pinch strength: 0
Frame id: 29563, timestamp: 1665156417747106, hands: 1, fingers: 5, palm position: (-2.38112, 238.461, 27.2746), pinch strength: 0
Frame id: 29564, timestamp: 1665156417755799, hands: 1, fingers: 5, palm position: (-3.07348, 235.63, 27.2242), pinch strength: 0
Frame id: 29565, timestamp: 1665156417764448, hands: 1, fingers: 5, palm position: (-3.82182, 232.745, 27.0879), pinch strength: 0
Frame id: 29566, timestamp: 1665156417773184, hands: 1, fingers: 5, palm position: (-4.39771, 230.018, 26.9128), pinch strength: 0
